idSku,target,prediction,RMSE,MAPE,MASE,SMAPE,RMSSE
1,"[0, 27, 9, 0, 9, 6, 24, 0, 27, 3, 9, 6, 18, 27, 0, 30, 18, 9, 21, 21, 12, 0, 12, 9, 21, 24, 30, 15, 0, 0, 30, 3, 18, 12, 21, 3, 24, 15, 21, 18, 12, 24, 0, 18, 18, 15, 3, 12, 0, 0, 24, 21, 27, 12, 18, 16, 0, 18, 18, 16, 16, 18, 15, 0, 16, 18, 17, 15, 17, 15, 0, 17, 20, 15, 24, 15, 27, 0, 20, 27, 18, 33, 30, 9, 0, 36, 27, 18, 12, 15, 24, 0, 18, 0, 18, 12, 21, 21, 0, 21, 18, 18, 36, 27, 15, 0, 18, 15, 39, 6, 15, 21, 0, 3, 6, 12, 12, 15, 24, 0, 6, 6, 42, 12, 18, 21, 0, 36]","[ 1 23 28 23 13 19 17  4 15 22 17 16 20 16  4 16 16 23 21  3 12  4 17 11
 14 17 21  9  0  7 12 14 23 24 16  8 13 18 12 13  9 12  6  9 12  9 16 17
  2  0 19 16 17  9 19  5  3 13 21 12  6 12 11  0 17 12 10 16 13 15  0 17
 15 10 16 12 12  0 15 12 10 14 11 10  4 13  9  2  9 16 16  0 16 16 15 12
 23 19  0 24 13  9 17 19 14  0 26 17 22 16 17 14  0 17 19 27 15 17 20  3
 18 15 20 27 25 21  2 25]",9.1339853021559,2779565395017728.0,0.6131164065202352,0.6045153599729729,0.6317841448034849
2,"[0, 21, 6, 12, 12, 9, 33, 0, 18, 30, 21, 15, 12, 12, 0, 9, 15, 18, 30, 27, 30, 0, 24, 3, 21, 21, 21, 24, 6, 3, 27, 6, 9, 12, 27, 0, 15, 18, 24, 6, 27, 18, 0, 30, 18, 12, 24, 0, 0, 0, 21, 15, 36, 21, 12, 0, 0, 27, 18, 15, 0, 9, 30, 0, 15, 27, 9, 12, 12, 3, 0, 3, 6, 3, 9, 6, 9, 0, 33, 24, 30, 12, 15, 27, 0, 18, 18, 27, 33, 24, 15, 0, 21, 24, 21, 18, 27, 36, 0, 30, 24, 18, 6, 18, 21, 0, 30, 9, 12, 12, 3, 15, 0, 18, 30, 24, 27, 9, 24, 0, 6, 21, 21, 3, 9, 9, 0, 12]","[ 0 19 15 11  9 14  9  1 19  7 20 18 19 19  0 12  6 11 12 15 20  0 11 14
  7 11 18 14  1  9 10  4 13 13 14  4 15 20  7 11 16 23  1 14 17 17  7 13
  1 11 20 12  8 12  8  5  5 27 20 16  6 12 21  4 18 16 14 21 10 12  3 11
  6 10  7  7  5  1 15 15 19 14 12 15  2 17 14 11 12 13 11  0 12 13 13  9
 10 14  2 10 14 16 15 11 10  1 16 14 19 12 12 15  0 12 14 15 18  9 10  2
  9 10 14 11  8 16  0 16]",9.230130687048803,2181431069507584.0,0.5202407982791587,0.677860499257536,0.5350360431845482
3,"[0, 9, 9, 3, 9, 15, 12, 0, 9, 9, 18, 0, 6, 27, 0, 3, 15, 0, 3, 0, 18, 0, 21, 12, 15, 12, 9, 12, 0, 0, 18, 0, 8, 18, 0, 3, 18, 6, 18, 3, 15, 6, 0, 18, 12, 6, 3, 6, 0, 6, 9, 12, 9, 12, 9, 0, 6, 15, 12, 6, 0, 21, 12, 3, 12, 0, 18, 12, 6, 21, 0, 9, 12, 3, 6, 0, 9, 0, 12, 12, 12, 6, 15, 9, 0, 18, 12, 3, 12, 15, 21, 0, 12, 12, 6, 6, 0, 12, 0, 9, 6, 3, 12, 9, 15, 0, 15, 6, 15, 9, 6, 24, 0, 0, 10, 6, 6, 6, 9, 0, 9, 0, 3, 0, 3, 9, 0, 30]","[ 0  4 14 10 11 16  7  0  5 12  2 16 11 12  0 15 11 10  6 12 11  0 10  7
  4 15  6  6  0 10 11 12  8 13 12  0  6 12  6 13  8  8  0  7  5  4  3  4
  7  0 10 10  5  1  4  1  0  6 14  2  9  6 12  3  9  5 10  9 10 10  1  7
 10  8 15  3 12  0  8  6  2  4  4 12  0  4  7  9  9  7  5  0  7 10  5  4
  5  9  0  9 11  3  5  7  7  0 10 13  9  9  8 10  0  9  8 13 10 13 13  0
 16 12 12 14 12 13  0 11]",7.089274469224619,4855443348258816.0,0.6207505449362845,0.731722219972689,0.6197661562637029
4,"[0, 0, 9, 6, 9, 18, 12, 0, 6, 6, 6, 3, 6, 12, 0, 12, 9, 9, 9, 6, 3, 0, 15, 0, 9, 6, 6, 6, 3, 0, 24, 0, 9, 6, 9, 0, 6, 18, 6, 9, 6, 9, 3, 0, 15, 18, 9, 3, 0, 3, 9, 12, 6, 12, 0, 0, 0, 6, 12, 0, 0, 9, 21, 0, 12, 3, 0, 3, 3, 15, 0, 9, 9, 6, 12, 15, 18, 0, 15, 18, 9, 12, 18, 9, 0, 8, 9, 3, 3, 6, 6, 0, 0, 10, 4, 7, 3, 12, 0, 9, 15, 9, 15, 9, 15, 0, 3, 6, 21, 15, 12, 15, 0, 0, 0, 15, 12, 0, 12, 0, 12, 6, 6, 3, 0, 12, 0, 0]","[ 0 21 11 14 11  7  7  0  8  7  6  6  5  9  0  9 11  7  5  4  5  1  8  5
 11 10  8  9  0  0  6  3 10 14  9  1 10  7  7  6  3  6  0  8  7  5  5  7
  0  2  9  8  4  4 11  0  3  6  2  8  0  2 13  2 11 12  9  3  5  6  0 14
 14  8  4 10  7  0 11  8  5  5  5  3  0 12  4  8  4  4  6  0  4  2  7  4
  3 12  0 11 11  8  5 10  9  0 12  3  6  2  6 13  0  9  2  2  8 10  4  0
 17  9 10  6 15  4  0 17]",6.286766855864785,4538783999459328.0,0.5647335169908889,0.6980204856372123,0.6072164755423655
5,"[0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 0, 3, 3, 0, 6, 3, 9, 9, 0, 9, 0, 21, 18, 12, 9, 33, 3, 0, 3, 18, 3, 21, 15, 9, 0, 12, 18, 12, 15, 36, 9, 0, 15, 9, 24, 12, 0, 0, 0, 18, 21, 6, 33, 6, 0, 3, 18, 12, 3, 0, 15, 36, 0, 12, 6, 12, 12, 12, 6, 0, 15, 6, 15, 9, 6, 15, 0, 9, 12, 6, 12, 9, 18, 0, 33, 18, 18, 15, 15, 15, 0, 9, 6, 21, 15, 9, 6, 0, 12, 18, 6, 18, 6, 21, 0, 30, 9, 9, 18, 18, 15, 0, 9, 9, 24, 36, 21, 24, 0, 12, 6, 3, 3, 6, 12, 0, 18]","[ 0  0  0  0  0  0  0  0  0  0  9  1  7  1  0  0  1  8 20 11 18  0 14 13
 13 19 14 25  0  1  8  0 13  8 15  0 20  6 16 14 14 24  0  5 15  6 10 16
  0  0 14 12  7  8 19  0  0 21  8 14  1  8 14  0 13 11 11 11 14 14  0  8
 14 15 14 13 11  0 12  2 10 12 13 10  0 13 12 14 10 14 14  0 28 12 13 14
 12 19  0 12  6 16 13 15 15  0 28  6 16 10 16 10  0 25 14 11 13 19 12  0
 10 15 19  8  6  0  0 15]",8.309444927310127,1337006139375616.5,0.6065779522219904,0.5707655824724096,0.6563248976366096
6,"[0, 9, 6, 3, 0, 6, 9, 0, 6, 12, 6, 3, 9, 15, 0, 9, 24, 15, 24, 9, 12, 3, 30, 6, 21, 21, 9, 9, 6, 0, 27, 0, 12, 15, 12, 0, 9, 18, 6, 0, 9, 6, 0, 9, 15, 6, 0, 9, 0, 0, 6, 12, 6, 0, 3, 0, 0, 9, 12, 0, 0, 3, 12, 0, 12, 15, 0, 6, 9, 9, 0, 6, 15, 12, 12, 24, 12, 0, 27, 33, 6, 9, 12, 12, 0, 27, 3, 9, 12, 6, 21, 0, 12, 12, 36, 12, 18, 15, 0, 12, 18, 9, 39, 24, 9, 0, 15, 18, 6, 6, 3, 15, 0, 0, 9, 9, 18, 9, 9, 0, 9, 12, 6, 3, 6, 12, 0, 3]","[ 1 10 12  8  9 11 11  2  8  8  7  8  9 13  0 11 11 11  7 11  9  0 16 15
  9 16 12  7  3  0  9 13 13 13  7  7  7 16  5  5  3  7  0  6 10  5  6  2
  5  0 11 11  4  5  9 10  3 13 23 20  7 15 23  7 23 10 24 30 29 31  4 21
 28 36 20 22 26  0 35 16 17 22 18 14  0 14 15 17 13 16 10  0  9 10 12 12
 14 19  0 13 12 11  8 18 14  0 29 11 10  3 10 14  1  0 11 13  7  6 14  0
 11  4  5  5  4 14  0  6]",8.868395429839605,4538783999459328.0,0.6706482438016529,0.6819552792080303,0.7192052072182848
7,"[0, 6, 15, 9, 9, 12, 3, 0, 9, 9, 15, 3, 6, 0, 0, 15, 12, 3, 3, 15, 3, 0, 0, 9, 12, 6, 6, 3, 0, 0, 12, 0, 3, 6, 9, 0, 9, 15, 6, 6, 30, 3, 6, 9, 3, 12, 6, 0, 0, 0, 9, 12, 9, 9, 0, 0, 3, 15, 18, 15, 0, 15, 9, 0, 9, 6, 9, 6, 9, 3, 0, 9, 9, 9, 9, 15, 9, 0, 9, 9, 3, 6, 3, 3, 0, 18, 6, 9, 12, 12, 9, 0, 3, 9, 21, 9, 6, 0, 0, 0, 6, 6, 9, 6, 3, 0, 15, 21, 6, 6, 12, 6, 0, 12, 24, 21, 9, 9, 12, 0, 15, 21, 15, 18, 15, 12, 0, 9]","[ 0  9 11  7 12 12  7  0  9 17 12 14 10 11  0 10  6 12 11 10  4  0 10 11
  8  7 10 10  0  0  5  0 10  7 10  0  9  8  6 11 11 13  0  8  9  8  6  5
  0  0  9  8  8  7  6  0  0  6  5 11  6  9  7  0  7 10  6  9  9  7  0  3
  3  4  5  5  6  0  8 12 11 12 15  8  0  3  7 13  7  7 12  0  5  9 12  9
  7  6  0  6  5  8  6  2  4  0  3  7 10  9  8  7  0  6 10  8  9  8  5  0
  6 10 10 12  9  8  0  8]",5.6967644325529205,1759218604441600.5,0.5731928334714167,0.5363086842207025,0.6249448099252753
8,"[0, 4, 8, 12, 8, 4, 8, 0, 4, 0, 6, 8, 15, 6, 0, 6, 3, 0, 3, 0, 3, 0, 0, 0, 6, 9, 6, 18, 0, 0, 0, 6, 15, 9, 9, 0, 18, 9, 6, 12, 6, 15, 0, 15, 18, 9, 15, 6, 0, 0, 18, 12, 15, 10, 6, 0, 0, 18, 18, 0, 0, 18, 18, 0, 18, 6, 9, 9, 9, 3, 0, 0, 6, 3, 3, 3, 3, 0, 12, 15, 0, 6, 0, 3, 0, 18, 9, 3, 0, 6, 12, 0, 0, 3, 12, 0, 3, 3, 0, 3, 9, 6, 0, 0, 12, 0, 0, 3, 0, 9, 9, 6, 0, 12, 8, 9, 9, 0, 15, 0, 12, 6, 15, 0, 3, 6, 0, 9]","[ 0  9 10 13  8  6 11  1 13 12 15 12 15 11  2 16 19 15 17 15 17  5 15 18
 18 16 19 17  2  6 17  3 15  9 14  0 15 11 14  9 13 14  1 12 14  9 14  6
  1  0 11 10 13  7 12  2  0  9 10  5  3  6  9  1  6  9 11  7  7 13  1  9
  7 11  5  8 10  1 10  8 10  7 10 11  2  8  9 10  8 10  9  2  7  6 13  7
  5  5  0  8  3  5  6  6  6  1  8  9  5  8  9  5  1 13  8  4  6 11  5  1
  5  6  2  3  2  5  2  6]",6.577067165538147,7810930603720704.0,0.8307133358662614,0.9249961289250019,0.8642433450890449
9,"[0, 3, 0, 21, 24, 12, 9, 3, 24, 12, 9, 18, 15, 14, 6, 15, 21, 21, 15, 15, 18, 9, 6, 12, 21, 6, 12, 21, 12, 6, 15, 3, 15, 3, 24, 6, 30, 18, 6, 6, 15, 27, 9, 30, 9, 15, 21, 6, 0, 6, 27, 21, 12, 3, 6, 17, 3, 9, 6, 3, 0, 18, 9, 6, 15, 24, 9, 0, 12, 12, 6, 18, 21, 9, 15, 12, 0, 0, 6, 18, 21, 9, 18, 12, 6, 12, 24, 9, 12, 18, 27, 6, 14, 9, 9, 12, 9, 18, 9, 6, 9, 18, 3, 27, 6, 0, 18, 15, 0, 18, 6, 15, 0, 12, 6, 15, 18, 18, 15, 3, 18, 15, 6, 6, 9, 18, 6, 12]","[ 2 12  4  7  6 11  9  4  5 10 11  7  5  8  3  7  7  7  7 10 10  5  7  7
  6  9  8  5  3  1  7  2  5  6  7  3  9  6  8  5  8  6  2  8  5  8  6  7
  4  3  5  5  6  5  7  3  3  6  4  5  4 11  4  1 11  2  5  5  7 11  1  5
  4  6  6 11  8  2  6  8  8  6  5  7  1  7  3  5  7  5  7  2  6  9 11  8
  6  8  2  9 14 13  4  9  7  1  9 12  7 10  6  2  0  5  4  3  2  5  5  1
  8  7  4  6  5  8  1  8]",9.219544457292887,1301821767286784.2,1.2324718526100307,0.8101915460591825,1.1799839493703048
10,"[0, 7, 9, 12, 12, 3, 18, 6, 3, 3, 9, 9, 6, 0, 0, 15, 6, 10, 18, 9, 3, 0, 12, 0, 12, 12, 6, 3, 0, 6, 3, 3, 3, 3, 6, 3, 6, 3, 0, 9, 0, 9, 0, 12, 9, 6, 9, 9, 0, 15, 6, 6, 6, 0, 3, 0, 0, 10, 6, 6, 0, 6, 4, 3, 0, 9, 3, 6, 0, 3, 3, 9, 3, 9, 0, 0, 12, 0, 9, 3, 0, 6, 0, 6, 0, 6, 0, 0, 0, 3, 12, 0, 6, 0, 6, 6, 3, 3, 0, 9, 0, 0, 3, 3, 12, 0, 3, 6, 0, 9, 3, 3, 3, 3, 0, 3, 6, 3, 6, 0, 6, 6, 9, 6, 3, 3, 6, 3]","[ 0 11  7 11  4  6  7  5  7  4  7  7  7  6  6  9  5  4  5  9  7  0  6  6
  7 10  6  8  1  5  3  0  1  8  9  2  9  6  8  8  8 13  5 10  6  4  4  5
  4  2 11  2  8  6  1  3  9 10  4  7  4  5  8  3  8 12  9  7  7  6  1 12
  6  2  5  7  9  3 16  5  5 10  6 11  3 11  9  5  8  5 10  4  9  4  4  6
  0  4  1  9  6 10  6  4  7  3  7  5  5  9  3  5  0  3  5  8  7  4  7  3
 10  6  3  4  2  7  1  5]",4.459014745434242,6086896371367936.0,0.628172381491809,0.8842374937483528,0.6206773839371144
